losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0016217761440202594,-1,0.829,0.829,0.9868
0.014302562922239304,-1,0.6465,0.85,0.9976
0.029813608154654503,-1,0.561,0.853,0.9992
0.04307200387120247,-1,0.45925,0.812,0.9984
0.059159982949495316,-1,0.3992,0.848,0.9992
0.07034797966480255,-1,0.3566666666666667,0.848,0.9974
0.09622049331665039,-1,0.3,0.808,0.9992
0.1063348725438118,-1,0.284125,0.875,0.9996
0.12736988067626953,-1,0.25366666666666665,0.835,0.9986
0.1528286635875702,-1,0.2286,0.829,0.998
